data,val,Percentage Daily Movement,Percentage Price Change
2022-01-25,87.19,-0.0072868040532847456,1.9014975041597337
2022-01-26,89.18,0.022823718316320685,1.9677204658901832
2022-01-27,90.04,0.009643417806683097,1.9963394342762066
2022-01-28,89.97,-0.0007774322523323995,1.994009983361065
2022-01-31,90.73,0.008447260197843809,2.0193011647254577
2022-02-01,90.22,-0.005621073514824215,2.0023294509151413
2022-02-02,89.94,-0.003103524717357531,1.9930116472545756
2022-02-03,89.73,-0.002334889926617678,1.9860232945091516
2022-02-04,92.59,0.03187339797169275,2.081198003327787
2022-02-07,93.18,0.0063721784209958,2.1008319467554077
2022-02-08,91.92,-0.013522215067611087,2.058901830282862
2022-02-09,91.59,-0.0035900783289817273,2.047920133111481
2022-02-10,92.62,0.011245769188776178,2.0821963394342764
2022-02-11,92.61,-0.00010796804145973837,2.081863560732113
2022-02-14,94.92,0.024943310657596474,2.1587354409317805
2022-02-15,94.48,-0.004635482511588629,2.1440931780366057
2022-02-16,95.07,0.0062447078746823426,2.163727121464226
2022-02-17,93.78,-0.013568949195329694,2.1207986688851914
2022-02-18,92.55,-0.013115802943058252,2.0798668885191347
2022-02-21,94.04,0.016099405726634375,2.1294509151414314
2022-02-22,97.68,0.03870693321990637,2.2505823627287858
2022-02-23,95.84,-0.018837018837018826,2.1893510815307824
2022-02-24,100.95,0.05331803005008351,2.3594009983361066
2022-02-25,96.41,-0.04497275879148099,2.2083194675540763
2022-02-28,98.96,0.026449538429623498,2.293178036605657
2022-03-01,103.7,0.04789814066289422,2.4509151414309485
2022-03-02,112.01,0.08013500482160074,2.7274542429284527
2022-03-03,116.87,0.04338898312650663,2.889184692179701
2022-03-04,112.96,-0.0334559767262772,2.759068219633943
2022-03-07,126.32,0.11827195467422102,3.2036605657237933
2022-03-08,127.74,0.011241291956934685,3.2509151414309483
2022-03-09,128.27,0.004149052763425809,3.268552412645591
2022-03-10,117.04,-0.087549699851875,2.8948419301164727
2022-03-11,113.1,-0.033663704716336396,2.763727121464226
2022-03-14,110.48,-0.02316534040671958,2.676539101497504
2022-03-15,102.67,-0.07069152787834909,2.416638935108153
2022-03-16,103.87,0.011687932209993201,2.4565723793677208
2022-03-17,104.77,0.00866467700009621,2.486522462562396
2022-03-18,108.93,0.03970602271642654,2.6249584026622297
2022-03-21,113.65,0.04333057927109141,2.782029950083195
2022-03-22,114.44,0.0069511658600966975,2.8083194675540764
2022-03-23,116.79,0.020534778049632996,2.886522462562396
2022-03-24,118.72,0.016525387447555273,2.9507487520798668
2022-03-25,115.99,-0.022995283018867996,2.859900166389351
2022-03-28,113.39,-0.022415725493576955,2.773377703826955
2022-03-29,110.05,-0.02945586030514158,2.6622296173044924
2022-03-30,110.46,0.0037255792821444533,2.675873544093178
2022-03-31,107.74,-0.024624298388556953,2.5853577371048253
2022-04-01,104.93,-0.02608130684982357,2.491846921797005
2022-04-04,106.26,0.012675116744496284,2.5361064891846925
2022-04-05,108.08,0.017127799736495364,2.5966722129783695
2022-04-06,106.17,-0.017672094744633604,2.533111480865225
2022-04-07,100.16,-0.05660732787039657,2.3331114808652247
2022-04-08,101.06,0.008985623003195053,2.3630615640599
2022-04-11,100.08,-0.009697209578468313,2.33044925124792
2022-04-12,102.41,0.023281374900079976,2.4079866888519135
2022-04-13,106.07,0.03573869739283264,2.529783693843594
2022-04-14,108.52,0.023097954181201086,2.611314475873544
2022-04-18,110.54,0.018614080353851925,2.678535773710483
2022-04-19,110.52,-0.00018092998009777705,2.6778702163061565
2022-04-20,107.97,-0.023072747014115103,2.593011647254576
2022-04-21,108.81,0.007779938871908865,2.620965058236273
2022-04-22,107.66,-0.010568881536623498,2.5826955074875206
2022-04-25,101.93,-0.053223109790079826,2.392013311148087
2022-04-26,102.94,0.009908760914352888,2.425623960066556
2022-04-27,105.33,0.023217408198950906,2.5051580698835276
2022-04-28,105.3,-0.0002848191398462374,2.5041597337770383
2022-04-29,107.99,0.025546058879392097,2.593677204658902
2022-05-02,110.09,0.019446245022687325,2.6635607321131447
2022-05-03,109.7,-0.0035425560904713826,2.6505823627287857
2022-05-04,110.73,0.009389243391066504,2.6848585690515807
2022-05-05,112.94,0.019958457509256622,2.758402662229617
2022-05-06,114.27,0.011776164335045136,2.8026622296173045
2022-05-09,112.38,-0.01653977421895514,2.739767054908486
2022-05-10,108.08,-0.038263036127424765,2.5966722129783695
2022-05-11,108.92,0.007772020725388629,2.6246256239600667
2022-05-12,109.2,0.0025706940874035134,2.6339434276206326
2022-05-13,112.27,0.028113553113553014,2.7361064891846922
2022-05-16,112.98,0.00632404026008726,2.7597337770382695
2022-05-17,117.1,0.0364666312621702,2.8968386023294506
2022-05-18,114.84,-0.019299743808710468,2.8216306156405992
2022-05-19,111.94,-0.025252525252525304,2.725124792013311
2022-05-20,114.69,0.024566732177952577,2.816638935108153
2022-05-23,115.95,0.010986136541982772,2.858569051580699
2022-05-24,114.96,-0.00853816300129373,2.8256239600665554
2022-05-25,115.83,0.00756784968684765,2.854575707154742
2022-05-26,116.5,0.005784339117672399,2.8768718801996673
2022-05-27,118.84,0.020085836909871313,2.9547420965058238
2022-05-30,120.01,0.009845169976439028,2.993677204658902
2022-05-31,122.94,0.02441463211399042,3.091181364392679
2022-06-01,117.07,-0.04774686839108511,2.8958402662229616
2022-06-02,114.62,-0.020927650123857444,2.8143094841930116
2022-06-03,117.15,0.02207293666026877,2.8985024958402663
2022-06-06,119.85,0.023047375160051065,2.988352745424293
2022-06-07,120.16,0.002586566541510349,2.9986688851913477
2022-06-08,121.54,0.011484687083888279,3.0445923460898503
2022-06-09,123.21,0.013740332400855593,3.1001663893510814
2022-06-10,123.19,-0.0001623244866487683,3.0995008319467554
2022-06-13,120.66,-0.020537381280948175,3.0153078202995007
2022-06-14,123.73,0.025443394662688634,3.117470881863561
2022-06-15,121.07,-0.021498423987715287,3.028951747088186
2022-06-16,119.24,-0.015115222598496736,2.9680532445923458
2022-06-17,118.97,-0.0022643408252264186,2.9590682196339433
2022-06-20,113.39,-0.04690258048247453,2.773377703826955
2022-06-21,115.97,0.02275332921774398,2.859234608985025
2022-06-22,111.0,-0.04285591101146846,2.693843594009983
2022-06-23,111.09,0.0008108108108109136,2.6968386023294513
2022-06-24,112.35,0.011342155009451682,2.7387687188019965
2022-06-27,114.88,0.02251891410769913,2.822961730449251
2022-06-28,117.55,0.023241643454039007,2.9118136439267888
2022-06-29,117.63,0.0006805614632070522,2.914475873544093
2022-06-30,115.6,-0.01725750233783896,2.8469217970049914
2022-07-01,113.15,-0.02119377162629743,2.765391014975042
2022-07-04,115.25,0.018559434379142647,2.8352745424292847
2022-07-05,114.24,-0.008763557483731033,2.801663893510815
2022-07-06,106.67,-0.06626400560224088,2.549750415973378
2022-07-07,105.25,-0.013312083997375046,2.502495840266223
2022-07-08,109.02,0.03581947743467939,2.627953410981697
